No.,日付,日付S,場 R,場所,日次,Ｒ,レース名,発走時刻,クラス,年限定,芝ダ,距離,距離,外回り,コース区分,コースマーク,コースグループ数,コースグループ名1,頭,頭数,フルゲート頭数,R印1,レース印2,レース印3,枠番,馬番,B,馬印1,馬印2,馬印3,馬印4,馬名,馬名S,Ｃ,性,齢,性別,年齢,騎手,斤量,馬齢斤量差,斤量体重比,所属,調教師,所属,降級戦,投票,マイニング値,マイニング順位,ﾏｲ差,対戦型マイニング値,対戦型マイニング順位,Tﾏ差,指数1,指数順位1,指差1,指数2,指数順位2,指差2,指数3,指数順位3,指差3,指数4,指数順位4,指差4,取消しフラグ,人気,単オッズ,単ｼｪｱ,複勝人気,複勝オッズ下,上,複ｼｪｱ,単複S比,指時系1・単勝,指時系1・人気,指時系2・単勝,指時系2・人気,指時系3・単勝,指時系3・人気,指時系4・単勝,指時系4・人気,指時系1・複勝下,複上1,複人1,指時系2・複勝下,複上2,複人2,指時系3・複勝下,複上3,複人3,指時系4・複勝下,複上4,複人4,着,単勝,複勝,枠連配当,馬連配当,馬単配当,３連複配当,３連単配当,馬体重,増減,本賞金,収得賞金,キャリア(当時/取消等含),キャリア(最新),全1,全2,全3,全外,平1,平2,平3,平外,芝1,芝2,芝3,芝外,ダ1,ダ2,ダ3,ダ外,障1,障2,障3,障外,他1,他2,他3,他外,チェック騎手タイプ,チェック調教師タイプ,調教師多頭出し数,馬主多頭出し数,馬記号,馬主,馬主タイプ,生産者,生産者タイプ,産地,種牡馬,父タイプ名,母名,母父名,母父タイプ名,父母父名,父母父タイプ名,母母父名,母母父タイプ名,毛色,生年,誕生日,騎手誕生日(歳),調教師誕生日(歳),兄弟(収得1位),勝数,兄弟(収得2位),勝数,兄弟(収得3位),勝数,兄弟(収得4位),勝数,兄弟(収得5位),勝数,馬名の意味由来,チェック日,チェック馬コメント,チェック馬コメント,馬コメント,馬コメント,予想コメント,予想コメント,結果コメント,結果コメント,KOL関係者コメント,KOL関係者コメント,KOL次走へのメモ,KOL次走へのメモ,レースコメント,レースコメント,騎手コメント,騎手コメント,調教師コメント,調教師コメント,ワーク1,ワーク1S,ワーク2,ワーク2S,ワーク3,ワーク3S,ワーク4,ワーク4S,間隔,休明戦目,前番,前人気,前着順,前着差,前確定着順,前入線順位,前異常コード,前走騎手,乗替,前斤量,斤量差,前馬体重,前馬体重増減,前走開催,前場所,同場,前レース印,前レース印2,前レース印3,前馬印1,前印2,前印3,前印4,前印5,前印6,前印7,前印8,前芝ダ,前距離,距離差,前芝ダ,今芝ダ,前走コースマーク,前走コースグループ数,前走コースグループ名1,前馬場状態,前ｸﾗｽ,前頭数,頭差,前通過1,前通過2,前通過3,前通過4,前脚質,前走決め手,前3F順,前走予想コメント,前走予想コメント,前走結果コメント,前走結果コメント,前走KOLコメント,前走KOLコメント,前走KOL次走メモ,前走KOL次走メモ,前レースコメント,前走レースコメント,レースID(旧),レースID(新),血統登録番号,トラックC,トラックコード(JV),クラスC,グレード,競走種別C,重量C,競走記号コード,性別コード,馬記号コード,見習いコード,調教師所属コード,騎手コード,調教師コード,馬主コード,前レースID(新),前レースID(旧)
48,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,4,4,,,,,, コレペティトール,コレペティトール,,セ,6,セ,6,井上敏樹,57▲,0.0,,(栗),中竹和也,栗東,,1,,,,,,,,,,,,,,,,,,,,1,2.3,33.7,1,1.4,1.6,25.7,76.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,12124,400,25,25,6,0,2,17,5,0,2,16,5,0,2,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,,加藤誠,,社台ファーム,,千歳市,ジャスタウェイ,ロイヤルチャージャー系,ベガスナイト,"Coronado's Quest",ネイティヴダンサー系,"Wild Again",ニアークティック系,"Lord At War",その他のエクリプス系,栗毛,2020,0215,"1994年12月 5日(31歳)","1964年11月26日(61歳)",キングオブドラゴン,4,レディーヴァリュー,4,アメリカズカップ,4,オメガインベガス,3,ユッカマウンテン,2,歌劇場などで音楽稽古をつけるコーチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,1,１着,-2.3,1,1,0,井上敏樹,,57▲,0.0,476,-2,"260503 1新2  4R",新潟,同場,,,,,,,,,,,,芝,2890,+400,障,障,,,,良,未勝利,14,-1, 4, 5, 2, 1,先,先行,,,,,,,,,,,,0426170404,202605230401070404,2020103043,2,56,131, ,19,2,A00,3,00,3,2,01151,01039,944030,202605030401020405,0426120405
49,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,4,5,,,,,, トゥラッタッタ,トゥラッタッタ,,牡,5,牡,5,五十嵐雄, 60 ,3.0,,(美),新開幸一,美浦,,1,,,,,,,,,,,,,,,,,,,,3,8.5,9.4,2,2.1,2.8,10.6,113.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,3311,400,24,24,1,1,5,17,0,0,3,10,0,0,0,2,0,0,3,8,1,1,2,7,0,0,0,0,0,0,,,,大塚亮一,,辻牧場,,浦河町,デクラレーションオブウォー,ニアークティック系,クイーンマザー,ハーツクライ,ロイヤルチャージャー系,Rahy,ナスルーラ系,"Editor's Note",ネイティヴダンサー系,鹿毛,2021,0228,"1984年 2月16日(42歳)","1966年10月21日(59歳)",ブレトワルダ,2,ロイヤルアッシュ,1,,,,,,,曲名より。楽しく踊る様子,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,12,3,４着, 0.6,4,4,0,石神深一,替, 60 ,0.0,474,+2,"260411 3中5  4R",中山,別場,,,,,,,,,,,,ダ,3200,+90,障,障,,,,稍重,ｵｰﾌﾟﾝ,14,-1,13,11, 6, 5,中,差し,,,,,,,,,,,,0426170405,202605230401070405,2021102973,2,56,131, ,19,2,A00,1,00,0,1,01069,01116,858800,202604110603050412,0626350412
50,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,5,6,,,,,, グアラニア,グアラニア,,牡,5,牡,5,伴啓太, 60 ,3.0,,(美),矢野英一,美浦,,1,,,,,,,,,,,,,,,,,,,,5,13.3,6.0,7,3.1,4.2,6.5,108.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,1630,400,23,23,4,3,2,14,0,2,1,10,0,0,0,1,0,2,1,9,1,0,0,1,3,1,1,3,0,0,,,(地),Gリビエール・レーシング,,ディアレストクラブ,,浦河町,マインドユアビスケッツ,ニアークティック系,ファド,ダイワメジャー,ロイヤルチャージャー系,Toccet,ニアークティック系,トニービン,ナスルーラ系,栗毛,2021,0309,"1993年 6月 4日(32歳)","1970年 2月24日(56歳)",ハニーアイリー,1,,,,,,,,,パラグアイの民族歌謡,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,8,４着, 0.2,4,4,0,伴啓太,, 60 ,0.0,514,+8,"260502 1新1  4R",新潟,同場,,,,,,,,,,,,芝,2890,+400,障,障,,,,重,ｵｰﾌﾟﾝ,11,2, 2, 2, 2, 2,先,先行,,,,,,,,,,,,0426170406,202605230401070406,2021103051,2,56,131, ,19,2,A00,1,05,0,1,01149,01108,098803,202605020401010410,0426110410
51,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,5,7,B,,,,, ゲインサポート,ゲインサポート,,セ,5,セ,5,中村将之, 60 ,3.0,,(栗),秋山真一,栗東,,1,,,,,,,,,,,,,,,,,,,,12,33.0,2.4,13,7.1,9.8,2.5,104.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,3281,400,23,23,2,2,4,15,1,1,1,9,0,1,0,5,1,0,1,4,1,1,3,6,0,0,0,0,0,0,,,,中越達也,,矢野牧場,,新ひだか町,デクラレーションオブウォー,ニアークティック系,ローザミスティカ,アグネスタキオン,ロイヤルチャージャー系,Rahy,ナスルーラ系,"Shirley Heights",ナスルーラ系,栗毛,2021,0224,"1986年10月 9日(39歳)","1979年 2月 9日(47歳)",ジャックローズ,2,ローズウィスパー,3,スピーニディローザ,1,イズジョーアーサー,1,ローブドゥネージュ,1,支持を得る,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,9,８着, 2.4,8,8,0,中村将之,, 60 ,0.0,454,-4,"260314 1阪7  8R",阪神,別場,,,,,,,,,,,,芝,3900,-610,障,障,,,,良,ＪＧ２,10,3, 4, 6, 8, 9,後,後方,,,,,,,,,,,,0426170407,202605230401070407,2021104590,2,56,131, ,19,2,A00,3,00,0,2,01101,01212,850031,202603140901070801,0926170801
52,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,6,8,,,,,, ジーククローネ,ジーククローネ,,セ,6,セ,6,草野太郎, 61 ,4.0,,(美),宮田敬介,美浦,,1,,,,,,,,,,,,,,,,,,,,6,14.8,5.4,9,3.7,5.1,5.2,96.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,4237,1000,23,23,3,2,1,17,1,1,1,13,1,1,0,9,0,0,1,4,2,1,0,4,0,0,0,0,0,0,,,,DMMドリームクラブ,,ノーザンファーム,,安平町,サトノクラウン,ニアークティック系,パーフェクトマッチ,サンデーサイレンス,ロイヤルチャージャー系,Rossini,ネイティヴダンサー系,ジェイドロバリー,ネイティヴダンサー系,黒鹿,2020,0215,"1989年 1月20日(37歳)","1980年10月 8日(45歳)",マッチレスノヴェル,2,ビートマッチ,2,ワールドマッチ,2,アフィニータ,1,コンパティビリティ,1,勝利の王冠（独）。父名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,6,7,９着, 5.8,9,9,0,草野太郎,, 61 ,0.0,458,+8,"260124 1小1  4R",小倉,別場,,,,,,,,,,,,芝,3390,-100,障,障,,,,良,ｵｰﾌﾟﾝ,12,1, 7, 7, 7, 7,中,中団,,,,,,,,,,,,0426170408,202605230401070408,2020103537,2,56,131, ,19,2,A00,3,00,0,1,01113,01175,026803,202601241001010406,1026110406
53,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,6,9,,,,,, ジオフロント,ジオフロント,,牡,8,牡,8,鷲頭虎太,58▲,1.0,,(栗),清水久詞,栗東,,1,,,,,,,,,,,,,,,,,,,,2,5.9,13.4,4,2.8,3.8,7.3,54.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,10440,1000,44,44,5,8,4,27,3,7,4,20,3,7,4,19,0,0,0,1,2,1,0,7,0,0,0,0,0,0,,,,サンデーレーシング,,ノーザンファーム,,安平町,ハーツクライ,ロイヤルチャージャー系,アガルタ,キングカメハメハ,ネイティヴダンサー系,トニービン,ナスルーラ系,"Broad Brush",その他のエクリプス系,鹿毛,2018,0216,"2003年12月 6日(22歳)","1972年 7月 4日(53歳)",マイネルオフィール,8,プロレタリアト,4,シャンデルナゴル,4,ベンサレム,3,ダブルフラット,2,地下空間の総称,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,14,18,17着, 1.1,17,17,0,丸田恭介,替, 55 ,+3.0,474,-4,"260419 3中8 12R",中山,別場,,,,,,,,,,,,芝,2200,+1090,芝,障,,,,良,3勝,18,-5, 8, 8,10,14,後,後方,13,,,,,,,,,,,0426170409,202605230401070409,2018104881,2,56,131, ,19,2,A00,1,00,3,2,01202,01110,226800,202604190603081214,0626381214
54,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,7,10,,,,,, ケイテンアイジン,ケイテンアイジン,,牡,4,牡,4,小坂忠士, 59 ,2.0,,(栗),谷潔,栗東,,1,,,,,,,,,,,,,,,,,,,,11,23.1,3.5,11,5.4,7.4,3.4,99.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,2960,400,10,10,3,0,1,6,2,0,0,4,2,0,0,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,,,,岡浩二,,本田土寿,,熊本県,アレスバローズ,ロイヤルチャージャー系,カシノティーダ,ケイムホーム,ネイティヴダンサー系,トニービン,ナスルーラ系,シンボリクリスエス,ロイヤルチャージャー系,青毛,2022,0321,"1983年 2月 7日(43歳)","1957年 1月11日(69歳)",カシノディーバ,1,,,,,,,,,敬天愛人。天を敬い人を愛すること,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,９着, 5.2,9,9,0,小坂忠士,, 59 ,0.0,510,+2,"260425 3京1  4R",京都,別場,,,,,,,,,,,,ダ,3170,+120,障,障,,,,良,ｵｰﾌﾟﾝ,11,2, 1, 1, 2, 6,逃,逃げ,,,,,,,,,,,,0426170410,202605230401070410,2022109119,2,56,131, ,19,2,A00,1,00,0,2,01063,00431,370008,202604250803010406,0826310406
55,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,7,11,,,,,, ダイスアローリング,ダイスアローリング,,牡,5,牡,5,小牧加矢, 60 ,3.0,,(美),古賀慎明,美浦,,1,,,,,,,,,,,,,,,,,,,,10,22.1,3.6,5,2.8,3.8,7.3,201.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,1545,400,11,11,1,2,0,8,0,2,0,4,0,2,0,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,,,,G1レーシング,,社台コーポレーション白老ファーム,,白老町,サトノダイヤモンド,ロイヤルチャージャー系,サンタエヴィータ,"Smart Strike",ネイティヴダンサー系,Orpen,ニアークティック系,"Candy Ride",ネイティヴダンサー系,鹿毛,2021,0131,"1996年12月24日(29歳)","1965年 6月11日(60歳)",サンタグラシア,3,ポルテーニャ,1,ティエラサンタ,1,,,,,ミュージカル、エビータで使用される楽曲。母名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,6,中止,,0,0,4,上野翔,替, 60 ,0.0,518,-6,"260221 1小9  5R",小倉,別場,,,,,,,,,,,,芝,3390,-100,障,障,,,,良,ｵｰﾌﾟﾝ,12,1, 8,10,12,12,後,後方,,,,,,,,,,,,0426170411,202605230401070411,2021104861,2,56,131, ,19,2,A00,1,00,0,1,01196,01079,808800,202602211001090501,1026190501
56,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,8,12,,,,,, パープルアドミラル,パープルアドミラル,,牡,6,牡,6,金子光希, 61 ,4.0,,(美),堀内岳志,美浦,,1,,,,,,,,,,,,,,,,,,,,9,20.8,3.8,6,3.0,4.0,6.9,178.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,3893,1000,27,27,2,1,1,23,0,0,1,10,0,0,0,2,0,0,1,8,2,1,0,13,0,0,0,0,0,0,,2,,岡田牧雄,,聖心台牧場,,新ひだか町,シビルウォー,ネイティヴダンサー系,ママノヨリミチ,マンハッタンカフェ,ロイヤルチャージャー系,"Sadler's Wells",ニアークティック系,Nureyev,ニアークティック系,鹿毛,2020,0325,"1982年 3月10日(44歳)","1973年10月 5日(52歳)",,,,,,,,,,,紫＋提督。父系から連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,11,１着,-0.1,1,1,0,金子光希,, 60 ,+1.0,450,-2,"260502 1新1  4R",新潟,同場,,,,,,,,,,,,芝,2890,+400,障,障,,,,重,ｵｰﾌﾟﾝ,11,2, 9,10, 6, 4,マ,ﾏｸﾘ,,,,,,,,,,,,0426170412,202605230401070412,2020104328,2,56,131, ,19,2,A00,1,00,0,1,01052,01189,851009,202605020401010402,0426110402
57,0523,2026.5.23,新4,新潟,7,4,障害・オープ,11:20,ｵｰﾌﾟﾝ,４歳以上,芝,3290,3290,,,,,,13,13,14,,,,8,13,B,,,,, ウイングランブルー,ウイングランブルー,,牡,6,牡,6,大江原圭, 60 ,3.0,,(美),深山雅史,美浦,,1,,,,,,,,,,,,,,,,,,,,7,17.0,4.7,8,3.2,4.3,6.3,134.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,1932,400,25,25,3,4,3,15,0,1,1,10,0,1,1,10,0,0,0,0,1,0,2,4,2,3,0,1,0,0,,,(地),ウイン,,コスモヴューファーム,,新冠町,ゴールドシップ,ロイヤルチャージャー系,サマーラグーン,ボストンハーバー,ナスルーラ系,メジロマックイーン,トゥルビヨン系,アレミロード,セントサイモン系,黒鹿,2020,0326,"1990年 2月26日(36歳)","1977年 2月 8日(49歳)",グロリユーノワール,3,ウインポセイドン,1,ウインダイバー,1,,,,,冠名＋雄大な青（仏）,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,7,7,８着, 1.7,8,8,0,水沼元輝,替,57▲,+3.0,474,-6,"260411 3中5  4R",中山,別場,,,,,,,,,,,,ダ,3200,+90,障,障,,,,稍重,ｵｰﾌﾟﾝ,14,-1, 1, 1, 1, 1,逃,逃げ,,,,,,,,,,,,0426170413,202605230401070413,2020105211,2,56,131, ,19,2,A00,1,05,0,1,01120,01174,494800,202604110603050407,0626350407
58,0523,2026.5.23,新5,新潟,7,5,未勝利,12:10,未勝利,３歳,芝,1400,1400,,B,,,,16,16,16,,,,1,1,,,,,, ダノンルミエール,ダノンルミエール,,牝,3,牝,3,今村聖奈,53◇,-2.0,,(美),久保田貴,美浦,,1,,,,,,,,,,,,,,,,,,,,7,10.2,7.8,5,2.5,3.3,8.9,114.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,565,0,4,4,0,1,1,2,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ダノックス,,ノーザンファーム,,安平町,ダノンスマッシュ,ネイティヴダンサー系,ダノンポピー,ダイワメジャー,ロイヤルチャージャー系,"Hard Spun",ニアークティック系,Pivotal,ニアークティック系,鹿毛,2023,0220,"2003年11月28日(22歳)","1967年 9月17日(58歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,15,1,５着, 0.5,5,5,0,菱田裕二,替, 55 ,-2.0,464,-4,"260426 1福6  2R",福島,別場,,,,,,,,,,,,芝,1200,+200,芝,芝,,,,良,未勝利,16,0,,, 4, 5,中,中団,10,,,,,,,,,,,0426170501,202605230401070501,2023107103,0,11,7, ,12,3,003,2,00,9,1,01193,01067,619800,202604260301060215,0326160215
59,0523,2026.5.23,新5,新潟,7,5,未勝利,12:10,未勝利,３歳,芝,1400,1400,,B,,,,16,16,16,,,,1,2,,,,,, テリオスヒナ,テリオスヒナ,,牝,3,牝,3,川須栄彦, 55 ,0.0,,(栗),小椋研介,栗東,,1,,,,,,,,,,,,,,,,,,,,13,41.8,1.9,16,18.8,25.8,1.0,49.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,5,5,0,0,0,5,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,鈴木美江子,,谷岡スタット,,新ひだか町,ヴァンセンヌ,ロイヤルチャージャー系,サクラレイメイ,サクラプレジデント,ロイヤルチャージャー系,ニホンピロウイナー,ロイヤルチャージャー系,コマンダーインチーフ,ニアークティック系,鹿毛,2023,0420,"1991年11月 9日(34歳)","1982年 1月30日(44歳)",,,,,,,,,,,冠名＋月の女神（ハワイ語）,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,5,16,16着, 5.1,16,16,0,松若風馬,替, 55 ,0.0,432,0,"260228 1小11  1",小倉,別場,,,,,,,,,,,,ダ,1700,-300,ダ,芝,,,,不良,未勝利,16,0, 6, 6,13,14,後,後方,15,,,,,,,,,,,0426170502,202605230401070502,2023102859,0,11,7, ,12,3,003,2,00,0,2,01128,01197,881033,202602281001110105,10261B0105
60,0523,2026.5.23,新5,新潟,7,5,未勝利,12:10,未勝利,３歳,芝,1400,1400,,B,,,,16,16,16,,,,2,3,,,,,, ミスターマーボー,ミスターマーボー,,牡,3,牡,3,ゴンサル, 57 ,0.0,,(美),青木孝文,美浦,,1,,,,,,,,,,,,,,,,,,,,1,5.3,15.0,2,1.9,2.4,13.4,89.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,1174,0,8,8,0,3,1,4,0,3,1,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,星野正道,,グッドラック・ファーム,,日高町,シュヴァルグラン,ロイヤルチャージャー系,ハタノサンドリヨン,ヨハネスブルグ,ニアークティック系,Machiavellian,ネイティヴダンサー系,ダンスインザダーク,ロイヤルチャージャー系,鹿毛,2023,0123,"1990年 4月 8日(36歳)","1981年 9月23日(44歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,4,1,２着, 0.1,2,2,0,菊沢一樹,替, 57 ,0.0,452,0,"260301 1小12  5",小倉,別場,,,,,,,,,,,,芝,1200,+200,芝,芝,,,,良,未勝利,18,-2,,, 4, 4,先,先行,7,,,,,,,,,,,0426170503,202605230401070503,2023100831,0,11,7, ,12,3,003,1,00,0,1,05675,01156,722031,202603011001120504,10261C0504
61,0523,2026.5.23,新5,新潟,7,5,未勝利,12:10,未勝利,３歳,芝,1400,1400,,B,,,,16,16,16,,,,2,4,,,,,, レゲンデ,レゲンデ,,牝,3,牝,3,富田暁, 55 ,0.0,,(美),斎藤誠,美浦,,1,,,,,,,,,,,,,,,,,,,,15,58.6,1.4,13,8.7,12.0,2.1,155.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,190,0,3,3,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,林正道,,ノーザンファーム,,安平町,ルヴァンスレーヴ,ロイヤルチャージャー系,ミスドバウィ,Dubawi,ネイティヴダンサー系,ネオユニヴァース,ロイヤルチャージャー系,"Indian Ridge",トゥルビヨン系,黒鹿,2023,0127,"1996年12月11日(29歳)","1971年 4月 7日(55歳)",セッション,2,ソウテン,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,14,7,10着, 0.9,10,10,0,菅原明良,替, 55 ,0.0,400,-4,"260214 1東5  5R",東京,別場,,,,,,,,,,,,芝,1400,0,芝,芝,,,,良,未勝利,16,0,,, 3, 3,先,先行,12,,,,,,,,,,,0426170504,202605230401070504,2023107255,0,11,7, ,12,3,003,2,00,0,1,01168,01086,675030,202602140501050514,0526150514
62,0523,2026.5.23,新5,新潟,7,5,未勝利,12:10,未勝利,３歳,芝,1400,1400,,B,,,,16,16,16,,,,3,5,,,,,, シャンペトルブーケ,シャンペトルブーケ,,牝,3,牝,3,舟山瑠泉,53△,-2.0,,(栗),高橋一哉,栗東,,1,,,,,,,,,,,,,,,,,,,,8,13.7,5.8,9,4.8,6.4,4.2,71.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,190,0,4,4,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,福田達也,,富田牧場,,浦河町,サトノダイヤモンド,ロイヤルチャージャー系,エクストラペトル,キングカメハメハ,ネイティヴダンサー系,Orpen,ニアークティック系,Bahri,ナスルーラ系,鹿毛,2023,0312,"2006年 7月28日(19歳)","1986年 3月 4日(40歳)",アンスリウム,2,,,,,,,,,ナチュラルな花束,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,13,13,８着, 0.6,8,8,0,北村友一,替, 55 ,-2.0,430,-8,"251220 5阪5  3R",阪神,別場,,,,,,,,,,,,芝,1600,-200,芝,芝,,,,良,未勝利,18,-2,,, 1, 1,逃,逃げ,13,,,,,,,,,,,0426170505,202605230401070505,2023104942,0,11,7, ,12,3,003,2,00,2,2,01221,01206,214031,202512200905050313,0925550313
63,0523,2026.5.23,新5,新潟,7,5,未勝利,12:10,未勝利,３歳,芝,1400,1400,,B,,,,16,16,16,,,,3,6,,,,,, ニシノシャルム,ニシノシャルム,,牝,3,牝,3,遠藤汰月,52▲,-3.0,,(美),栗田徹,美浦,,1,,,,,,,,,,,,,,,,,,,,14,55.9,1.4,12,8.6,11.7,2.2,152.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,59,0,6,6,0,0,0,6,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,,西山茂行,,鮫川啓一,,浦河町,キタサンブラック,ロイヤルチャージャー系,チャームクォーク,クロフネ,ニアークティック系,サクラバクシンオー,ナスルーラ系,アグネスタキオン,ロイヤルチャージャー系,黒鹿,2023,0130,"2006年 2月14日(20歳)","1978年 3月16日(48歳)",セボンサデッセ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,11,12,５着, 0.6,5,5,0,遠藤汰月,,52▲,0.0,428,0,"260509 1新3  5R",新潟,同場,,,,,,,,,,,,芝,1200,+200,芝,芝,,,,良,未勝利,16,0,,,11, 9,中,中団,2,,,,,,,,,,,0426170506,202605230401070506,2023105138,0,11,7, ,12,3,003,2,00,3,1,01218,01127,897009,202605090401030511,0426130511
